Index,Index,autores,data_apresentacao,ementa,proposicao,situacoes,urls
422,422, Jair Bolsonaro - PPB/RJ.,1996-08-21,"Suprime o inciso VI do art. 28 e altera o inciso II do art. 30 da Lei nº 8.906, de 4 de julho de 1994, que ""dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil - OAB"".",PL-2300/1996,Aguardando Definição Encaminhamento,Prop_Detalhe.asp?id=17922
423,423, Jair Bolsonaro - PPB/RJ.,1996-09-10,"Dá nova redação ao ""caput"" e acrescenta parágrafo 1º ao artigo 30 da Lei nº 5.700, de 1º de setembro de 1971, que ""dispõe sobre a forma e a apresentação dos Símbolos Nacionais, e dá outras providências"". Explicação: ESTABELECENDO QUE EM EVENTOS SOLENES OU EM REUNIÕES DE 
ASSOCIAÇÕES, CLUBES DE SERVIÇOS E DE OUTRAS ENTIDADES EM QUE A 
BANDEIRA NACIONAL ESTEJA PRESENTE, SERA ADMITIDO O USO DE 
PALMAS COMO FORMA DE HOMENAGEA-LA, APOS O FINAL DA EXECUÇÃO DO 
HINO QUE ESTIVER SENDO EXECUTADO.
",PL-2341/1996,Arquivada,Prop_Detalhe.asp?id=25371
424,424, Jair Bolsonaro - PPB/RJ.,1996-10-30,"Prorroga os benefícios fiscais outorgados ao setor de informática e automação, nas condições que especifica.  
_NOVA EMENTA DO SUBSTITUTIVO DO SENADO FEDERAL:  Altera a Lei nº 8.248, de 23 de outubro de 1991, a Lei nº 8.387, de 30 de dezembro de 1991, e o Decreto-Lei nº 288, de 28 de fevereiro de 1967,  ispondo sobre a capacitação e competitividade do setor de tecnologia de informação. Explicação: Estendendo até 31 de dezembro de 2003 o benefício de isenção do IPI incidente sobre os bens de informática e automação produzidos nas regiões de influência da SUDAM, da SUDENE e da Região Centro-Oeste; após essa data, o benefício fica convertido em redução do IPI, de forma progressiva; para as demais regiões, o benefício estende-se até 31 de dezembro de 2000 e a conversão da redução também será progressiva, até 2009, quando será extinto.
",PL-2514/1996,Transformado em Norma Jurídica,Prop_Detalhe.asp?id=25396
425,425, JAIR BOLSONARO - PPB/RJ.,1996-01-11,"SOLICITA INFORMAÇÕES AO MINISTERIO DA AERONAUTICA SOBRE A AERONAVE HERCULES C - 130 NUMERO 2460, QUE CAIU NA REGIÃO DE FORMOSA DO RIO CLARO, ESTADO DA BAHIA, EM 14 DE OUTUBRO DE 1994. Explicação: MINISTRO LELIO VIANA LOBO).",RIC-1296/1996,,Prop_Detalhe.asp?id=241771
426,426, JAIR BOLSONARO - PPB/RJ.,1996-03-19,SOLICITA INFORMAÇÕES AO MINISTERIO DO EXERCITO SOBRE A SUSPENSÃO DO PAGAMENTO DE ADICIONAL DE INVALIDEZ AOS MILITARES REFORMADOS. Explicação: MINISTRO ZENILDO ZOROASTRO).,RIC-1463/1996,,Prop_Detalhe.asp?id=242101
427,427, JAIR BOLSONARO - PPB/RJ.,1996-06-18,SOLICITA INFORMAÇÕES AO MINISTERIO DA AERONAUTICA SOBRE ACIDENTES COM AERONAVES MILITARES NO PERIODO DE 1988 ATE A PRESENTE DATA. Explicação: MINISTRO LELIO VIANA LOBO).,RIC-1698/1996,,Prop_Detalhe.asp?id=242570
428,428, JAIR BOLSONARO - PPB/RJ.,1996-07-24,"SOLICITA INFORMAÇÕES AO MINISTERIO DO EXERCITO SOBRE O FUNDO DE SAUDE DO EXERCITO. Explicação: SE O HOSPITAL SAMARITANO, EM BOTAFOGO, RIO DE JANEIRO, RJ E CONVENIADO AO SUS - SISTEMA DE SAUDE). (MINISTRO ZENILDO ZOROASTRO DE LUCENA).",RIC-1761/1996,,Prop_Detalhe.asp?id=242698
429,429, JAIR BOLSONARO - PPB/RJ.,1996-07-24,SOLICITA INFORMAÇÕES AO MINISTERIO DA SAUDE SOBRE REPORTAGEM PUBLICADA NO JORNAL 'CORREIO BRAZILIENSE'. Explicação: MINISTRO ADIB JATENE).,RIC-1762/1996,,Prop_Detalhe.asp?id=242700
430,430, JAIR BOLSONARO - PPB/RJ.,1996-09-12,SOLICITA INFORMAÇÕES AO MINISTERIO DA FAZENDA SOBRE REPASSE DE NUMERARIO AO GOVERNO DO ESTADO DO RIO DE JANEIRO PARA PAGAMENTO DE PESSOAL DO CORPO DE BOMBEIROS MILITAR E POLICIA MILITAR. Explicação: MINISTRO PEDRO MALAN).,RIC-1856/1996,,Prop_Detalhe.asp?id=242890
431,431, Jair Bolsonaro.,1995-03-15,,EMC-1/1995 CE => PL-1394/1991,,Prop_Detalhe.asp?id=55506
432,432, JAIR BOLSONARO - PPB/RJ.,1995-11-29,"SUGERE AO PODER EXECUTIVO, POR INTERMEDIO DO MINISTERIO DA FAZENDA, A APRESENTAÇÃO DE PROJETO DE LEI COM A FINALIDADE DE REAJUSTAR A PENSÃO INSTITUIDA PELA LEI 3448, DE 03 DE NOVEMBRO DE 1958, EM FAVOR DA SENHORA JUSTINIANA FLEURY PASSOS, REVERTIDA PARA A SENHORA MARIA NILZA FLEURY PASSOS, FILHA DO EX-DEPUTADO EDSON JUNQUEIRA PASSOS.",INC-455/1995,,Prop_Detalhe.asp?id=161252
433,433, JAIR BOLSONARO - PPB/RJ.,1995-11-29,"SUGERE AO PODER EXECUTIVO, POR INTERMEDIO DA ADVOCACIA-GERAL DA UNIÃO, NO SENTIDO DE SER DEFINIDA A ESTRUTURA REMUNERATORIA PARA A CONCESSÃO DA PENSÃO ESPECIAL DE QUE TRATA O INCISO II DO ARTIGO 53 DO ATO DAS DISPOSIÇÕES CONSTITUCIONAIS TRANSITORIAS DA CONSTITUIÇÃO FEDERAL.",INC-456/1995,,Prop_Detalhe.asp?id=161255
434,434, JAIR BOLSONARO - PPB/RJ.,1995-12-06,DISPÕE SOBRE A INSTITUIÇÃO DO DIA DO DETETIVE PROFISSIONAL.,PL-1323/1995,Arquivada,Prop_Detalhe.asp?id=190625
435,435, JAIR BOLSONARO - PPB/RJ.,1995-12-13,"ALTERA DISPOSITIVO DA LEI 8237, DE 30 DE SETEMBRO DE 1991, QUE 'DISPÕE SOBRE A REMUNERAÇÃO DOS SERVIDORES MILITARES FEDERAIS DAS FORÇAS ARMADAS E DA OUTRAS PROVIDENCIAS.' (CONCEDENDO AO MILITAR, NO PERIODO DE PASSAGEM PARA A RESERVA, UMA INDENIZAÇÃO CORRESPONDENTE AO VALOR DE DEZ REMUNERAÇÕES DO ULTIMO POSTO OU GRADUAÇÃO QUE POSSUIA NA ATIVA).",PL-1376/1995,Arquivada,Prop_Detalhe.asp?id=191332
436,436, JAIR BOLSONARO - PPR/RJ.,1995-02-16,"REGULAMENTA O ARTIGO 53, INCISO QUARTO DO ATO DAS DISPOSIÇÕES CONSTITUCIONAIS TRANSITORIAS DA CONSTITUIÇÃO FEDERAL - ASSISTENCIA MEDICA, HOSPITALAR E EDUCACIONAL GRATUITA AOS EX-COMBATENTES DA SEGUNDA GUERRA MUNDIAL, EXTENSIVA AOS SEUS DEPENDENTES.",PL-25/1995,Arquivada,Prop_Detalhe.asp?id=170308
437,437, JAIR BOLSONARO - PPR/RJ.,1995-01-18,"INSTITUI O SERVIÇO MILITAR OBRIGATORIO PARA OS CONCLUDENTES DE CURSO DE TERCEIRO GRAU REALIZADO NA REDE DE ENSINO PUBLICO FEDERAL. Explicação: DETERMINANDO A RAZÃO DE TRES MESES DE SERVIÇO MILITAR PARA CADA SEMESTRE CURSADO NA REDE DE ENSINO PUBLICO FEDERAL). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-4910/1995,Arquivada,Prop_Detalhe.asp?id=225292
438,438, JAIR BOLSONARO - PPR/RJ.,1995-02-22,"DISPÕE SOBRE A INSTITUIÇÃO DO DIA DO DESPORTISTA NACIONAL. Explicação: A SER COMEMORADO EM 21 DE MARÇO, DATA DE NASCIMENTO DO ESPORTISTA AYRTON SENNA DA SILVA). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-73/1995,Arquivada,Prop_Detalhe.asp?id=171049
439,439, JAIR BOLSONARO - PPB/RJ.,1995-10-26,"SOLICITA INFORMAÇÕES AO MINISTERIO DA FAZENDA SOBRE O CONTRATO DE FINANCIAMENTO MEDIANTE ABERTURA DE CREDITO 95.2.148.3.1 CELEBRADO ENTRE A CHAVAL NAVEGAÇÃO LTDA, E O BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL - BNDES, EM DETRIMENTO DA NAVEGAÇÃO ANTONIO RAMOS S/A - NARSA. Explicação: MINISTRO PEDRO MALAN).",RIC-1168/1995,,Prop_Detalhe.asp?id=241515
440,440, JAIR BOLSONARO - PPB/RJ.,1995-10-26,"SOLICITA INFORMAÇÕES AO MINISTERIO DO PLANEJAMENTO E ORÇAMENTO SOBRE O CONTRATO DE FINANCIAMENTO MEDIANTE ABERTURA DE CREDITO 95.2.148.3.1 CELEBRADO ENTRE A CHAVAL NAVEGAÇÃO LTDA E O BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL - BNDES, EM DETRIMENTO DA NAVEGAÇÃO ANTONIO RAMOS S/A - NARSA. Explicação: MINISTRO JOSE SERRA).",RIC-1169/1995,,Prop_Detalhe.asp?id=241517
441,441, JAIR BOLSONARO - PPB/RJ.,1995-12-14,SOLICITA INFORMAÇÕES AO MINISTERIO DA ADMINISTRAÇÃO E REFORMA DO ESTADO A RESPEITO DA SITUAÇÃO FUNCIONAL DOS EX-FISCAIS DE TRIBUTAÇÃO DE AÇUCAR E ALCOOL DO EXTINTO IAA. Explicação: MINISTRO BRESSER PEREIRA).,RIC-1287/1995,,Prop_Detalhe.asp?id=241753
442,442, JAIR BOLSONARO - PPR/RJ.,1995-05-18,SOLICITA INFORMAÇÕES AO MINISTERIO DO PLANEJAMENTO E ORÇAMENTO SOBRE VISITA DO TITULAR DA PASTA A ISRAEL. Explicação: MINISTRO JOSE SERRA).,RIC-507/1995,,Prop_Detalhe.asp?id=239935
443,443, JAIR BOLSONARO - PPR/RJ.,1995-05-24,"SOLICITA INFORMAÇÕES AO MINISTERIO DO TRABALHO SOBRE A NÃO-UTILIZAÇÃO DE PROVIDENCIA CONTIDA NO QUE DISPÕE O ARTIGO 528 DA CLT (DECRETO-LEI 5452, DE PRIMEIRO DE MAIO DE 1943), QUE PERMITE A INTERVENÇÃO NAS ENTIDADES SINDICAIS QUANDO OCORREREM CIRCUNSTANCIAS OU MOTIVOS RELEVANTES DE SEGURANÇA NACIONAL, DIANTE DO GREVISMO DEFLAGRADO PELOS PETROLEIROS. Explicação: MINISTRO PAULO DE TARSO ALMEIDA PAIVA).",RIC-545/1995,,Prop_Detalhe.asp?id=240051
444,444, JAIR BOLSONARO - PPR/RJ.,1995-06-29,SOLICITA INFORMAÇÕES AO MINISTERIO DA AERONAUTICA SOBRE AS PERDAS SALARIAIS OCORRIDAS EM 1987 E 1988. Explicação: MINISTRO MAURO JOSE MIRANDA GANDRA).,RIC-716/1995,,Prop_Detalhe.asp?id=240562
445,445, JAIR BOLSONARO - PPR/RJ.,1995-06-29,SOLICITA INFORMAÇÕES AO MINISTERIO DO EXERCITO SOBRE AS PERDAS SALARIAIS OCORRIDAS EM 1987 E 1988. Explicação: MINISTRO ZENILDO GONZAGA ZOROASTRO DE LUCENA).,RIC-717/1995,,Prop_Detalhe.asp?id=240565
446,446, JAIR BOLSONARO - PPR/RJ.,1995-06-29,SOLICITA INFORMAÇÕES AO MINISTERIO DA MARINHA SOBRE AS PERDAS SALARIAIS OCORRIDAS EM 1987 E 1988. Explicação: MINISTRO MAURO CESAR RODRIGUES PEREIRA).,RIC-718/1995,,Prop_Detalhe.asp?id=240568
447,447, JAIR BOLSONARO - PPR/RJ.,1995-08-16,SOLICITA INFORMAÇÕES AO MINISTERIO DA SAUDE SOBRE CONVENIO ENTRE A UNIÃO E A FUNDAÇÃO CULTURAL E ECOLOGICA ANJOS DO ASFALTO. Explicação: MINISTRO ADIB JATENE).,RIC-816/1995,,Prop_Detalhe.asp?id=240798
448,448, JAIR BOLSONARO - PPR/RJ.,1994-04-26,"SUGER AO PODER EXECUTIVO ESTENDER AOS SERVIDORES CIVIS E MILITARES OS EFEITOS PECUNIARIOS DO PROJETO DE DECRETO LEGISLATIVO 413, DE 1994, DECORRENTE DA MEDIDA PROVISORIA 434, DE 1994. Explicação: QUE ESTABELECE A NECESSIDADE DE EXECUÇÃO INCONTINENTI, PELA ADMINISTRAÇÃO PUBLICA DAS MEDIDAS CAUTELARES OU LIMINARES QUE CONCEDERAM PRESTAÇÃO PECUNIARIA, INCLUINDO O PERCENTUAL DE 10,94 POR CENTO, DEVIDO AOS SERVIDORES DO JUDICIARIO E LEGISLATIVO APURADOS NA CONVERSÃO DOS SALARIOS COM DATA BASE NO DIA 30 DE CADA MES E NÃO NO DIA 20).",INC-490/1994,,Prop_Detalhe.asp?id=161343
449,449, JAIR BOLSONARO - PPR/RJ.,1994-03-02,"DA NOVA REDAÇÃO AO PARAGRAFO SEGUNDO DO ARTIGO 101 DA LEI Nº 6.880, DE 09 DE DEZEMBRO DE 1980, QUE 'DISPÕE SOBRE O ESTATUTO DOS MILITARES'. Explicação: ESTABELECENDO QUE QUANDO FOR NECESSARIO A UTILIZAÇÃO DA QUOTA COMPULSORIA, EX OFFICIO, PARA TRANSFERENCIA PARA RESERVA REMUNERADA, DE OFICIAIS DO QUADRO DE SAUDE, SERA OBEDECIDO O CRITERIO DE IDADE E NÃO O DO TEMPO DE SERVIÇO. - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-4446/1994,Arquivada,Prop_Detalhe.asp?id=221600
450,450, JAIR BOLSONARO - PPR/RJ.,1994-04-13,"DISPÕE SOBRE A PERMANENCIA DE SARGENTO DO QUADRO ESPECIAL, DE QUE TRATA O DECRETO 86289, DE 11 DE AGOSTO DE 1981, NO SERVIÇO ATIVO DO EXERCITO.",PL-4519/1994,Arquivada,Prop_Detalhe.asp?id=222195
451,451, JAIR BOLSONARO - PPR/RJ.,1994-04-13,"MODIFICA OS INCISOS I, II E III DO ARTIGO SEGUNDO DA LEI 8004, DE 14 DE MARÇO DE 1990, QUE 'DISPÕE SOBRE TRANSFERENCIA DE FINANCIAMENTO NO AMBITO DO SISTEMA FINANCEIRO DA HABITAÇÃO, E DA OUTRAS PROVIDENCIAS'. Explicação: ALTERANDO A DATA DOS CONTRATOS E OS VALORES DE REFERENCIA DE FINANCIAMENTO - VRF, COM O OBJETIVO DE ATENDER MUTUARIO DO SISTEMA FINANCEIRO DA HABITAÇÃO QUANDO DA TRANSFERENCIA).",PL-4520/1994,Arquivada,Prop_Detalhe.asp?id=222203
452,452, JAIR BOLSONARO - PPR/RJ.,1994-06-30,DISPÕE SOBRE A INSTITUIÇÃO DE GRATIFICAÇÃO DE ATIVIDADE MILITAR PARA AS PRAÇAS PRESTADORAS DE SERVIÇO MILITAR INICIAL.,PL-4689/1994,Arquivada,Prop_Detalhe.asp?id=223565
453,453, JAIR BOLSONARO - PPR/RJ.,1994-06-30,"RESTABELECE O BENEFICIO DA LEI 8237, DE 30 DE SETEMBRO DE 1991, AOS SERVIDORES MILITARES.",PL-4690/1994,Arquivada,Prop_Detalhe.asp?id=223572
454,454, JAIR BOLSONARO - PPR/RJ.,1991-03-02,"REQUER, NA FORMA DO ARTIGO 144, C/C ARTIGO 132, PARAGRAFO SEGUNDO, DO REGIMENTO INTERNO, QUE O PROJETO DE LEI 1472/91, DE SUA AUTORIA, SEJA APRECIADO EM PLENARIO, QUANTO A SUA CONSTITUCIONALIDADE, EM FACE DO PARECER CONTRARIO DA COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA E DE REDAÇÃO.",REC-159/1994,Arquivada,Prop_Detalhe.asp?id=238314
455,455, JAIR BOLSONARO - PPR/RJ.,1994-03-30,SOLICITA INFORMAÇÕES AO MINISTERIO DA FAZENDA SOBRE ATRASO DE PAGAMENTO DOS INATIVOS E PENSIONISTAS DA POLICIA MILITAR E CORPO DE BOMBEIROS MILITAR DO ANTIGO DISTRITO FEDERAL - RIO DE JANEIRO. Explicação: MINISTRO FERNANDO HENRIQUE CARDOSO).,RIC-3075/1994,,Prop_Detalhe.asp?id=245351
456,456, JAIR BOLSONARO - PPR/RJ.,1994-05-11,"SOLICITA INFORMAÇÕES AO MINISTERIO DA EDUCAÇÃO E DO DESPORTO SOBRE RAZÕES DO NÃO-ENQUADRAMENTO DOS SUPERVISORES DE VIGILANCIA EM NIVEL SUPERIOR, A EXEMPLO DOS DEMAIS SUPERVISORES CONSTANTES DO INFORME RH 005/92, DA FUNDAÇÃO ROQUETTE PINTO. Explicação: MINISTRO MURILIO HINGEL).",RIC-3132/1994,,Prop_Detalhe.asp?id=245463
457,457, Jair Bolsonaro - PPR/RJ.,1993-10-19,"Torna sem efeito o Decreto de 25 de maio de 1992, que homologa a demarcação administrativa da terra indígena Yanomani nos estados de Roraima e Amazonas",PDC-365/1993,Arquivada,Prop_Detalhe.asp?id=13724
458,458, JAIR BOLSONARO - PPR/RJ.,1993-08-11,DISPÕE SOBRE O INDICADOR DE CORREÇÃO DAS PRESTAÇÕES DE IMOVEIS ADQUIRIDOS JUNTO AOS AGENTES DO SISTEMA FINANCEIRO POR EQUIVALENCIA SALARIAL E DA OUTRAS PROVIDENCIAS.,PL-4047/1993,Arquivada,Prop_Detalhe.asp?id=218301
459,459, JAIR BOLSONARO - PPR/RJ.,1993-08-11,"DISPÕE SOBRE O REGISTRO NACIONAL DE CONTROLE DE ARMAS DE FOGO, PORTE DE ARMAS E DA OUTRAS PROVIDENCIAS.",PL-4048/1993,Arquivada,Prop_Detalhe.asp?id=218310
460,460, Jair Bolsonaro - PPR/RJ.,1993-08-11,Dispõe sobre advertência a ser incluída nos rótulos de bebidas alcoólicas e nos estabelecimentos que comercializam o produto e dá outras providências,PL-4049/1993,Arquivada,Prop_Detalhe.asp?id=25619
461,461, JAIR BOLSONARO - PPR/RJ.,1993-08-11,"ACRESCENTA DISPOSITIVOS A LEI Nº 8.069, DE 13 DE JULHO DE 1990 - ESTATUTO DA CRIANÇA E DO ADOLESCENTE, E DA OUTRAS PROVIDENCIAS. Explicação: DETERMINANDO O RECOLHIMENTO DE MENINOS DE RUA PARA ENCAMINHAMENTO AOS PAIS OU RESPONSAVEIS. - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-4050/1993,Arquivada,Prop_Detalhe.asp?id=218328
462,462, JAIR BOLSONARO - PPR/RJ.,1993-10-27,DISPÕE SOBRE A IDENTIFICAÇÃO PREVIA EM BILHETES DE APOSTAS E SIMILARES E DA OUTRAS PROVIDENCIAS.,PL-4244/1993,Arquivada,Prop_Detalhe.asp?id=219952
463,463, JAIR BOLSONARO - PPR/RJ.,1993-11-25,DISPÕE SOBRE A REALIZAÇÃO DE LAQUEADURA TUBARIA E VASECTOMIA PARA FINS DE PLANEJAMENTO FAMILIAR E CONTROLE DE NATALIDADE E DA OUTRAS PROVIDENCIAS.,PL-4322/1993,Arquivada,Prop_Detalhe.asp?id=220589
464,464, JAIR BOLSONARO - PPR/RJ.,1993-09-28,"REQUER, NA FORMA DO ARTIGO 164, PARAGRAFO SEGUNDO, DO REGIMENTO INTERNO, A MANIFESTAÇÃO DO PLENARIO SOBRE A PREJUDICIALIDADE DO PDC 170/92.",REC-133/1993 => PDC-170/1992,Arquivada,Prop_Detalhe.asp?id=238287
465,465, JAIR BOLSONARO - PDC/RJ.,1993-03-17,SOLICITA INFORMAÇÕES AO MINISTERIO DA FAZENDA SOBRE ATRASO NO PAGAMENTO A INATIVOS E PENSIONISTAS DA PMERJ. Explicação: MINISTRO ELISEU REZENDE). BLOCO 1.,RIC-2065/1993,,Prop_Detalhe.asp?id=243335
466,466, JAIR BOLSONARO - PPR/RJ.,1993-11-23,"SOLICITA INFORMAÇÕES AO MINISTERIO DA FAZENDA SOBRE CUMPRIMENTO DE TERMO ADITIVO FIRMADO ENTRE A UNIÃO E O ESTADO DO RIO DE JANEIRO, ALTERANDO CONVENIO ANTERIOR ADITADO EM 07 DE JANEIRO DE 1970. Explicação: MINISTRO FERNANDO HENRIQUE CARDOSO).",RIC-2769/1993,,Prop_Detalhe.asp?id=244746
467,467, JAIR BOLSONARO - PDC/RJ.,1992-04-30,"REVOGA A PORTARIA 580, DE 15 DE NOVEMBRO DE 1991, DO MINISTRO DE ESTADO DA JUSTIÇA. Explicação: REVOGANDO A PORTARIA QUE DECLARA COMO DE POSSE PERMANENTE INDIGENA, PARA EFEITO DE DEMARCAÇÃO, A TERRA OCUPADA PELO GRUPO INDIGENA YANOMAMI).",PDC-170/1992,Arquivada,Prop_Detalhe.asp?id=168140
468,468, JAIR BOLSONARO - PDC/RJ.,1992-07-28,"REVOGA A PORTARIA 392, DE 13 DE MAIO DE 1992, DO GABINETE DO MINISTRO DA AERONAUTICA, QUE 'REGULAMENTA OS VALORES DA TAXA DE USO E DA INDENIZAÇÃO PELA OCUPAÇÃO DE PROPRIO NACIONAL RESIDENCIAL E DA OUTRAS PROVIDENCIAS'.",PDC-193/1992,Arquivada,Prop_Detalhe.asp?id=168243
469,469, JAIR BOLSONARO - PDC/RJ.,1992-03-13,"DA NOVA REDAÇÃO AO ARTIGO 50 E SEUS PARAGRAFOS DO TITULO IV, CAPITULO PRIMEIRO, SEÇÃO II, DA CONSTITUIÇÃO FEDERAL. Explicação: INCLUINDO NA COMPETENCIA DA CAMARA DOS DEPUTADOS, SENADO E SUAS COMISSÕES A CONVOCAÇÃO DE SECRETARIO DE ESTADO E PRESIDENTES DE ORGÃOS PUBLICOS, ALTERANDO DISPOSITIVOS DA Constituição Federal de 1988).",PEC-93/1992,Arquivada,Prop_Detalhe.asp?id=169398
470,470, JAIR BOLSONARO - PDC/RJ.,1992-04-08,"DISPÕE SOBRE A IDENTIFICAÇÃO DOS EX-COMBATENTES E DA OUTRAS PROVIDENCIAS. Explicação: FAZENDO CONSTAR DO DOCUMENTO DE IDENTIDADE O TERMO, 'SEGUNDO TENENTE EX-COMBATENTE'). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-2662/1992,Arquivada,Prop_Detalhe.asp?id=205572
471,471, JAIR BOLSONARO - PDC/RJ.,1992-05-25,"SUPRIME O PARAGRAFO TERCEIRO DO ARTIGO 51 DA LEI Nº 6.880, DE 09 DE DEZEMBRO DE 1980, QUE 'DISPÕE SOBRE O ESTATUTO DOS MILITARES'. Explicação: SUPRIMINDO O DISPOSITIVO QUE DIZ QUE O MILITAR SO PODERA RECORRER AO JUDICIARIO APOS ESGOTADOS TODOS OS RECURSOS ADMINISTRATIVOS E DEVERA PARTICIPAR ESTA INICIATIVA, ANTECIPADAMENTE, A AUTORIDADE A QUAL ESTIVER SUBORDINADO. - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-2663/1992,Arquivada,Prop_Detalhe.asp?id=205582
472,472, JAIR BOLSONARO - PDC/RJ.,1992-05-26,"DISPÕE SOBRE DESTINAÇÃO DE VERBAS PARA SEGURANÇA PUBLICA REPASSADAS PELO GOVERNO FEDERAL AOS ESTADOS E DA OUTRAS PROVIDENCIAS. Explicação: DESTINANDO MONTANTE ESPECIFICO PARA A CONSTRUÇÃO DE RESIDENCIAS PARA USO DOS INTEGRANTES DA FORÇA DE POLICIAMENTO OSTENSIVO). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.",PL-2751/1992,Arquivada,Prop_Detalhe.asp?id=206414
473,473, JAIR BOLSONARO - PDC/RJ.,1992-01-29,"DISPÕE SOBRE O EXERCICIO DE ATIVIDADE PROFISSIONAL, NO MEIO CIVIL, POR MILITARES BACHAREIS EM DIREITO, ACRESCENTANDO PARAGRAFO QUARTO AO ARTIGO 29 DA LEI Nº 6.880, DE 09 DE DEZEMBRO DE 1980, QUE 'DISPÕE SOBRE O ESTATUTO DOS MILITARES'.",PL-3328/1992,Arquivada,Prop_Detalhe.asp?id=211728
474,474, JAIR BOLSONARO - PDC/RJ.,1992-02-19,CONTRA DECISÃO CONCLUSIVA DE COMISSÃO. Explicação: POR TRANSFORMAÇÃO DO RDT 12/92).,REC-39/1992 => PL-5809/1990,Aguardando Encaminhamento,Prop_Detalhe.asp?id=238166
475,475, JAIR BOLSONARO - PDC/RJ.,1992-01-23,SOLICITA INFORMAÇÕES AO MINISTRO DA MARINHA SOBRE DESENVOLVIMENTO DO PROJETO CALHA NORTE. Explicação: MINISTRO MARIO CESAR FLORES). (CONVOCAÇÃO EXTRAORDINARIA - JANEIRO 1992).,RIC-1127/1992,,Prop_Detalhe.asp?id=241431
476,476, JAIR BOLSONARO - PDC/RJ.,1992-01-23,SOLICITA INFORMAÇÕES AO MINISTERIO DO EXERCITO SOBRE DESENVOLVIMENTO DO PROJETO CALHA NORTE. Explicação: MINISTRO CARLOS TINOCO). (CONVOCAÇÃO EXTRAORDINARIA - JANEIRO 1992).,RIC-1128/1992,,Prop_Detalhe.asp?id=241433
477,477, JAIR BOLSONARO - PDC/RJ.,1992-01-23,SOLICITA INFORMAÇÕES AO MINISTERIO DA AERONAUTICA SOBRE DESENVOLVIMENTO DO PROJETO CALHA NORTE. Explicação: MINISTRO SOCRATES MONTEIRO). (CONVOCAÇÃO EXTRAORDINARIA - JANEIRO 1992).,RIC-1129/1992,,Prop_Detalhe.asp?id=241435
478,478, JAIR BOLSONARO - PDC/RJ.,1992-03-10,"SOLICITA INFORMAÇÕES AO MINISTERIO DA AERONAUTICA SOBRE O EFETIVO DA FAB, SOBRE O PERCENTUAL DE SEU ORÇAMENTO UTILIZADO PARA COBRIR DESPESAS COM PESSOAL E SOBRE A CONVENIENCIA DE PRIVATIZAÇÃO DO DEPARTAMENTO DE AVIAÇÃO CIVIL - DAC. Explicação: MINISTRO SOCRATES DA COSTA MONTEIRO).",RIC-1225/1992,,Prop_Detalhe.asp?id=241627
479,479, JAIR BOLSONARO - PDC/RJ.,1992-03-10,SOLICITA INFORMAÇÕES AO MINISTERIO DO EXERCITO SOBRE O EFETIVO DA ARMA E SOBRE O PERCENTUAL DE SEU ORÇAMENTO UTILIZADO PARA COBRIR DESPESAS COM PESSOAL. Explicação: MINISTRO CARLOS TINOCO).,RIC-1226/1992,,Prop_Detalhe.asp?id=241629
480,480, JAIR BOLSONARO - PDC/RJ.,1992-03-10,SOLICITA INFORMAÇÕES AO MINISTERIO DA MARINHA SOBRE O EFETIVO DA ARMA E SOBRE O PERCENTUAL DE SEU ORÇAMENTO UTILIZADO PARA COBRIR DESPESAS COM PESSOAL. Explicação: MINISTRO MARIO CESAR FLORES).,RIC-1227/1992,,Prop_Detalhe.asp?id=241631
481,481, JAIR BOLSONARO - PDC/RJ.,1992-03-25,SOLICITA INFORMAÇÕES AO MINISTERIO DO EXERCITO SOBRE DESCUMPRIMENTO PELA PRIMEIRA RM DO DISPOSTO NO ARTIGO 50 DA LEI DE REMUNERAÇÃO DOS MILITARES. Explicação: MINISTRO CARLOS TINOCO RIBEIRO GOMES).,RIC-1328/1992,,Prop_Detalhe.asp?id=241833
482,482, JAIR BOLSONARO - PDC/RJ.,1992-07-28,SOLICITA INFORMAÇÕES AO MINISTERIO DA AERONAUTICA SOBRE DEFICIENCIA NA AREA DE SAUDE DA CORPORAÇÃO. Explicação: MINISTRO SOCRATES MONTEIRO).,RIC-1710/1992,,Prop_Detalhe.asp?id=242591
483,483, JAIR BOLSONARO - PDC/RJ.,1992-07-28,SOLICITA INFORMAÇÕES AO MINISTERIO DA MARINHA SOBRE DEFICIENCIAS NA AREA DE SAUDE DA CORPORAÇÃO. Explicação: MINISTRO MARIO CESAR FLORES).,RIC-1711/1992,,Prop_Detalhe.asp?id=242593
